"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32307","Verify network interruption handling during authentication","Mobileqa Android Mobile Automation","2026-08-07","broken","2026-08-07","com.mobileqa.tests.android.LoginTestAndroid","Android Login Tests","com.mobileqa.tests.android.LoginTestAndroid","testNetworkInterruptionScenario"
"","3389","Verify login with empty password shows password error","Mobileqa Android Mobile Automation","2026-08-07","passed","2026-08-07","com.mobileqa.tests.android.LoginTestAndroid","Android Login Tests","com.mobileqa.tests.android.LoginTestAndroid","testEmptyPasswordLogin"
"","32345","Verify app state persistence after backgrounding","Mobileqa Android Mobile Automation","2026-08-07","broken","2026-08-07","com.mobileqa.tests.android.LoginTestAndroid","Android Login Tests","com.mobileqa.tests.android.LoginTestAndroid","testAppBackgroundingScenario"
"","32338","Verify rapid multiple login attempts","Mobileqa Android Mobile Automation","2026-08-07","broken","2026-08-07","com.mobileqa.tests.android.LoginTestAndroid","Android Login Tests","com.mobileqa.tests.android.LoginTestAndroid","testRapidLoginAttempts"
"","32269","Verify memory handling with large text input","Mobileqa Android Mobile Automation","2026-08-07","broken","2026-08-07","com.mobileqa.tests.android.LoginTestAndroid","Android Login Tests","com.mobileqa.tests.android.LoginTestAndroid","testLargeTextInputHandling"
"","3226","Verify email with special characters","Mobileqa Android Mobile Automation","2026-08-07","passed","2026-08-07","com.mobileqa.tests.android.LoginTestAndroid","Android Login Tests","com.mobileqa.tests.android.LoginTestAndroid","testEmailWithSpecialCharacters"
"","32506","Verify keyboard interaction with email field","Mobileqa Android Mobile Automation","2026-08-07","broken","2026-08-07","com.mobileqa.tests.android.LoginTestAndroid","Android Login Tests","com.mobileqa.tests.android.LoginTestAndroid","testEmailFieldKeyboardInteraction"
"","3239","Verify maximum length input handling","Mobileqa Android Mobile Automation","2026-08-07","passed","2026-08-07","com.mobileqa.tests.android.LoginTestAndroid","Android Login Tests","com.mobileqa.tests.android.LoginTestAndroid","testMaxLengthInput"
"","3334","Verify login with empty email shows email error","Mobileqa Android Mobile Automation","2026-08-07","passed","2026-08-07","com.mobileqa.tests.android.LoginTestAndroid","Android Login Tests","com.mobileqa.tests.android.LoginTestAndroid","testEmptyEmailLogin"
"","174","Verify register link functionality","Mobileqa Android Mobile Automation","2026-08-07","passed","2026-08-07","com.mobileqa.tests.android.LoginTestAndroid","Android Login Tests","com.mobileqa.tests.android.LoginTestAndroid","testRegisterLinkClick"
"","32347","Verify field navigation and tab order","Mobileqa Android Mobile Automation","2026-08-07","broken","2026-08-07","com.mobileqa.tests.android.LoginTestAndroid","Android Login Tests","com.mobileqa.tests.android.LoginTestAndroid","testFieldNavigationOrder"
"","1640","Verify password field functionality","Mobileqa Android Mobile Automation","2026-08-07","passed","2026-08-07","com.mobileqa.tests.android.LoginTestAndroid","Android Login Tests","com.mobileqa.tests.android.LoginTestAndroid","testPasswordFieldInput"
"","32289","Verify keyboard interaction with password field","Mobileqa Android Mobile Automation","2026-08-07","broken","2026-08-07","com.mobileqa.tests.android.LoginTestAndroid","Android Login Tests","com.mobileqa.tests.android.LoginTestAndroid","testPasswordFieldKeyboardInteraction"
"","150","Verify forgot password link navigation","Mobileqa Android Mobile Automation","2026-08-07","passed","2026-08-07","com.mobileqa.tests.android.LoginTestAndroid","Android Login Tests","com.mobileqa.tests.android.LoginTestAndroid","testForgotPasswordNavigation"
"","30561","Verify footer links are visible","Mobileqa Android Mobile Automation","2026-08-07","failed","2026-08-07","com.mobileqa.tests.android.LoginTestAndroid","Android Login Tests","com.mobileqa.tests.android.LoginTestAndroid","testFooterLinksVisibility"
"","4727","Verify login with invalid credentials","Mobileqa Android Mobile Automation","2026-08-07","passed","2026-08-07","com.mobileqa.tests.android.LoginTestAndroid","Android Login Tests","com.mobileqa.tests.android.LoginTestAndroid","testInvalidCredentials"
